PID,age,sex,marital_status,job,employment_since,credit_hist,credit_amount,purpose,duration,installment_rate,debtors,residence_since,property,installment_other,housing,existing_credits,liable_people,monthly_rent_or_mortgage,tel,online_banking,foreign,checking_account,savings,default
1534412,48,male,single,skilled employee / official,3,existing credits paid,1279,car (new),13,4,none,4,life insurance,none,own,1,1,186,none,yes,yes,619,947,2
7632685,40,male,single,skilled employee / official,unemployed,critical account,250,business,54,2,none,4,real estate,none,own,1,1,267,registered,yes,yes,59,13,1
2497331,59,female,single,skilled employee / official,38,critical account,336,car (used),4,4,none,4,real estate,none,own,1,1,170,registered,yes,yes,177,62,2
9706278,51,male,single,management/self-employed/highly qualified,2,delay,2892,repairs,4,4,none,1,car or other,bank,rent,2,1,181,registered,yes,yes,no checking account,2279,1
976802,34,male,single,skilled employee / official,unemployed,delay,3308,car (new),12,4,none,4,car or other,none,own,2,1,193,none,yes,yes,132,37,2
3071309,32,male,divorced/separated,skilled employee / official,11,no credits,1486,furniture/equipment,9,4,co-applicant,2,real estate,none,own,2,1,182,registered,yes,yes,-238,58,1
4862338,28,male,single,unskilled - resident,6,delay,1633,car (new),18,1,guarantor,4,car or other,none,own,1,1,570,registered,yes,yes,-141,unknown,2
12564068,45,male,single,skilled employee / official,19,critical account,1878,radio/television,24,4,none,4,car or other,none,own,3,1,201,registered,yes,yes,no checking account,289,1
1325726,44,male,divorced/separated,unskilled - resident,2,critical account,2415,radio/television,28,4,none,4,car or other,none,own,1,1,59,registered,yes,yes,no checking account,667,1
6291113,36,male,divorced/separated,skilled employee / official,<1 year,critical account,1352,car (new),24,4,co-applicant,4,real estate,bank,own,1,1,189,none,no,yes,53,unknown,2
10070552,22,female,single,unskilled - resident,5,critical account,4889,retraining,17,4,none,4,unknown /no property,none,own,1,1,180,none,yes,yes,-272,71,2
14764821,28,male,divorced/separated,skilled employee / official,6,existing credits paid,1544,education,22,4,none,4,real estate,none,for free,1,2,647,registered,yes,yes,no checking account,413,2
3534509,33,male,single,unemployed/unskilled - non-resident,4,critical account,1025,car (used),56,1,none,4,unknown /no property,none,own,1,2,195,registered,yes,yes,no checking account,40,2
11437456,22,male,single,unskilled - resident,<1 year,critical account,4159,car (new),14,4,none,2,life insurance,none,own,2,1,187,registered,no,yes,no checking account,328,1
6938429,31,male,divorced/separated,skilled employee / official,14,all paid,329,car (new),27,1,none,4,life insurance,none,own,1,2,204,none,yes,yes,no checking account,unknown,1
3433252,40,male,divorced/separated,unskilled - resident,14,delay,8139,car (used),9,2,none,3,real estate,none,own,1,2,214,registered,yes,yes,no checking account,181,1
4303985,41,female,single,skilled employee / official,7,delay,5572,radio/television,5,4,none,4,unknown /no property,none,rent,1,1,205,registered,yes,yes,-243,100,1
8537879,32,female,single,unskilled - resident,8,all paid,622,retraining,33,2,none,4,unknown /no property,bank,own,1,1,185,none,yes,yes,138,795,2
12941548,36,male,single,skilled employee / official,6,existing credits paid,4478,car (new),15,4,none,4,unknown /no property,none,own,1,1,217,registered,no,yes,no checking account,12,2
7649248,30,male,divorced/separated,unskilled - resident,1,critical account,3088,radio/television,58,1,none,4,life insurance,none,own,1,1,789,none,yes,yes,156,67,1
15722769,29,male,married/widowed,skilled employee / official,3,critical account,4410,repairs,14,1,none,2,car or other,none,own,4,1,577,none,yes,yes,no checking account,29,2
14347124,19,male,single,management/self-employed/highly qualified,<1 year,existing credits paid,2572,radio/television,16,2,none,3,life insurance,bank,own,2,1,195,registered,yes,yes,6,53,2
16299794,47,male,single,management/self-employed/highly qualified,2,existing credits paid,1609,education,21,3,none,2,life insurance,none,own,3,1,81,none,yes,yes,no checking account,30,1
5226996,38,male,divorced/separated,skilled employee / official,3,existing credits paid,466,education,51,2,none,3,car or other,none,own,1,1,207,registered,yes,yes,22,36,1
9997046,25,male,single,unskilled - resident,<1 year,existing credits paid,250,car (new),72,4,none,4,real estate,none,own,1,1,223,registered,yes,yes,no checking account,unknown,2
1043499,45,male,single,skilled employee / official,5,existing credits paid,994,car (new),43,3,co-applicant,1,car or other,none,own,1,2,199,none,yes,yes,-253,616,1
9483297,26,female,single,skilled employee / official,5,critical account,1262,furniture/equipment,6,4,none,4,real estate,none,own,1,1,209,none,no,yes,no checking account,unknown,1
1074520,46,male,divorced/separated,unemployed/unskilled - non-resident,5,existing credits paid,2057,furniture/equipment,21,2,none,4,car or other,none,own,1,2,411,registered,yes,yes,no checking account,46,2
6337100,31,female,single,skilled employee / official,7,all paid,2105,radio/television,34,2,none,3,life insurance,none,own,1,1,1124,none,no,yes,no checking account,4,2
331097,45,male,single,management/self-employed/highly qualified,<1 year,critical account,2427,furniture/equipment,46,4,none,3,car or other,none,own,1,1,234,registered,yes,no,-264,unknown,2
3294075,65,male,divorced/separated,skilled employee / official,7,critical account,3412,furniture/equipment,10,1,none,2,unknown /no property,none,own,2,2,17,registered,yes,no,no checking account,unknown,1
7903375,42,male,divorced/separated,skilled employee / official,4,critical account,443,car (new),9,4,guarantor,2,car or other,none,own,1,1,217,registered,yes,no,no checking account,unknown,1
15546314,41,male,single,skilled employee / official,<1 year,critical account,1772,business,12,2,guarantor,2,unknown /no property,none,own,3,1,221,none,yes,yes,no checking account,206,2
10541167,34,male,single,skilled employee / official,1,critical account,1994,furniture/equipment,20,4,none,1,real estate,none,own,1,1,193,registered,no,yes,113,83,2
15210332,31,male,single,skilled employee / official,14,delay,1371,car (used),6,3,none,2,life insurance,none,own,1,1,206,registered,yes,yes,-103,83,2
10316123,72,male,divorced/separated,management/self-employed/highly qualified,14,existing credits paid,250,furniture/equipment,35,4,none,4,life insurance,bank,own,4,2,180,registered,yes,no,-160,unknown,1
7940726,22,female,single,skilled employee / official,4,existing credits paid,380,radio/television,22,4,none,2,car or other,bank,own,1,2,203,registered,yes,yes,43,2382,2
14420186,55,female,divorced/separated,skilled employee / official,18,critical account,5289,furniture/equipment,45,2,none,4,car or other,none,own,1,1,232,registered,no,yes,no checking account,unknown,2
14899664,36,male,single,management/self-employed/highly qualified,2,critical account,2863,car (new),7,4,guarantor,4,unknown /no property,stores,own,2,1,192,registered,yes,yes,65,unknown,1
381853,44,male,single,management/self-employed/highly qualified,unemployed,critical account,1294,car (new),47,2,none,4,real estate,bank,own,2,1,180,registered,yes,yes,no checking account,299,2
3704034,28,male,single,unemployed/unskilled - non-resident,4,critical account,15757,car (new),13,2,none,2,unknown /no property,none,own,2,1,210,registered,yes,yes,-224,35,2
4353290,29,female,single,skilled employee / official,1,critical account,6265,furniture/equipment,22,4,guarantor,2,car or other,stores,own,1,1,203,none,no,yes,119,3,2
13325495,65,male,single,unskilled - resident,unemployed,critical account,2053,radio/television,4,4,none,3,unknown /no property,bank,rent,1,1,184,registered,yes,no,178,619,1
3884967,39,male,single,skilled employee / official,2,critical account,7528,car (new),52,3,none,1,real estate,none,own,1,1,64,registered,no,yes,76,462,1
12473104,30,male,single,skilled employee / official,<1 year,existing credits paid,5868,radio/television,24,4,guarantor,4,real estate,none,own,1,1,185,none,no,yes,176,32,2
6672032,24,female,single,skilled employee / official,7,existing credits paid,2074,car (new),28,3,co-applicant,4,car or other,none,own,1,2,203,none,yes,yes,no checking account,unknown,2
10892751,21,female,single,skilled employee / official,4,delay,4995,furniture/equipment,41,2,none,2,unknown /no property,bank,own,1,1,1153,registered,no,yes,no checking account,24,1
8894385,47,male,single,skilled employee / official,unemployed,all paid,3068,business,4,2,none,1,car or other,none,own,1,1,194,none,yes,yes,no checking account,70,1
9040143,75,male,single,unemployed/unskilled - non-resident,<1 year,existing credits paid,5600,radio/television,11,3,none,2,real estate,none,own,1,1,921,registered,yes,yes,710,unknown,2
15012953,24,female,divorced/separated,unemployed/unskilled - non-resident,7,critical account,9501,radio/television,55,2,none,4,car or other,none,rent,1,1,194,registered,no,yes,82,4,1
6090986,37,male,single,skilled employee / official,16,critical account,6200,car (new),11,4,none,4,unknown /no property,stores,own,2,1,232,registered,no,yes,81,unknown,1
4408202,35,female,single,unemployed/unskilled - non-resident,2,no credits,250,furniture/equipment,18,4,none,1,car or other,none,own,2,1,216,registered,yes,yes,no checking account,284,2
4212683,29,female,single,skilled employee / official,8,existing credits paid,2762,business,4,4,guarantor,3,real estate,bank,for free,1,1,199,registered,yes,yes,79,454,1
9678016,54,male,single,skilled employee / official,33,critical account,250,furniture/equipment,34,4,none,4,real estate,none,own,1,1,228,none,no,yes,no checking account,unknown,1
7791175,30,male,single,management/self-employed/highly qualified,6,existing credits paid,3185,education,33,4,none,2,real estate,none,for free,1,1,220,none,yes,yes,no checking account,37,2
13976700,24,male,divorced/separated,management/self-employed/highly qualified,<1 year,delay,3140,car (new),22,3,none,2,real estate,bank,own,1,1,199,registered,yes,yes,-196,unknown,1
3389746,23,male,single,management/self-employed/highly qualified,7,existing credits paid,3438,car (new),57,1,none,3,car or other,none,for free,1,2,202,none,no,yes,-217,50,2
681354,36,male,divorced/separated,skilled employee / official,unemployed,existing credits paid,4219,car (used),4,4,none,1,real estate,none,own,1,2,180,none,yes,yes,no checking account,34,1
6370822,41,male,single,skilled employee / official,2,critical account,4665,business,11,4,none,4,real estate,none,own,2,1,189,registered,yes,yes,144,625,2
3790940,38,female,divorced/separated,management/self-employed/highly qualified,10,existing credits paid,2840,others,17,2,none,4,unknown /no property,none,for free,1,1,1185,none,yes,yes,no checking account,unknown,1
60630,26,female,divorced/separated,skilled employee / official,7,existing credits paid,1258,radio/television,12,4,none,4,car or other,none,for free,2,2,205,none,yes,no,no checking account,37,1
7617598,32,male,single,skilled employee / official,4,critical account,2042,education,43,4,none,2,life insurance,none,own,1,2,447,registered,yes,yes,no checking account,unknown,1
15163838,71,male,divorced/separated,skilled employee / official,6,critical account,1241,car (new),17,2,none,4,real estate,bank,for free,1,1,983,none,yes,yes,-277,57,1
5698999,24,female,divorced/separated,skilled employee / official,<1 year,existing credits paid,1964,retraining,19,4,guarantor,1,unknown /no property,none,own,1,2,407,registered,yes,yes,no checking account,63,2
6842877,32,male,single,unskilled - resident,5,existing credits paid,1283,car (new),44,4,none,4,life insurance,none,own,2,1,211,registered,yes,yes,no checking account,70,2
8746930,45,male,single,skilled employee / official,16,critical account,250,business,44,2,none,4,real estate,none,for free,2,1,209,none,yes,yes,no checking account,77,1
8089800,25,male,single,unemployed/unskilled - non-resident,2,existing credits paid,1040,car (new),45,3,none,2,unknown /no property,none,own,1,1,227,registered,yes,yes,145,8,2
5760030,48,male,married/widowed,skilled employee / official,17,critical account,1479,car (new),31,4,none,4,real estate,none,own,1,1,217,registered,no,yes,-183,396,2
12132155,19,male,single,management/self-employed/highly qualified,36,existing credits paid,3649,business,13,2,guarantor,2,real estate,stores,own,2,2,174,none,yes,yes,no checking account,2464,1
474719,74,female,single,skilled employee / official,<1 year,all paid,3520,business,4,1,none,4,car or other,none,for free,1,1,187,none,yes,yes,-156,183,1
9891324,50,male,single,skilled employee / official,<1 year,existing credits paid,406,radio/television,33,2,none,4,unknown /no property,none,own,4,1,201,registered,yes,yes,-90,53,1
11454374,75,male,divorced/separated,skilled employee / official,4,all paid,4591,radio/television,14,2,guarantor,4,car or other,none,rent,1,2,0,registered,yes,yes,-264,48,1
8396488,31,male,married/widowed,skilled employee / official,<1 year,existing credits paid,1718,car (used),20,4,none,4,unknown /no property,none,own,2,1,586,registered,yes,yes,-232,2062,1
3715867,44,male,single,management/self-employed/highly qualified,10,delay,2575,radio/television,41,4,none,3,car or other,none,rent,2,2,192,registered,yes,yes,273,655,1
9185487,31,female,married/widowed,skilled employee / official,<1 year,existing credits paid,2651,radio/television,25,4,guarantor,1,life insurance,none,own,1,1,359,registered,yes,yes,44,48,2
